loc_index,lat,lng,longitude,latitude,"POI大类:汽车服务,汽车销售,汽车维修,摩托车服务,餐饮服务,购物服务,生活服务,体育休闲服务,医疗保健服务,住宿服务,风景名胜,商务住宅,政府机构及社会团体,科教文化服务,交通设施服务,金融保险服务,公司企业,道路附属设施,地名地址信息,公共设施,事件活动,室内设施,通行设施",地址,addr,addr_tokens,doc2vec,addr_label,geohash
37206,35.476666,112.887777,112.887777,35.476666,"174,60,74,8,824,885,676,48,182,31,15,129,203,243,183,84,449,2,831,22,0,17,211",山西省晋城市城区开发区街道桃苑路,城区开发区街道桃苑路,城区开发区街道 桃苑路,"[-0.04674440622329712, 0.08768928796052933, 0.030742691829800606, 0.001683503040112555, -0.014158830046653748, -0.1483282595872879, 0.07983051240444183, 0.17989850044250488, -0.13024404644966125, -0.20952090620994568, 0.00882165227085352, -0.18592923879623413, 0.03326913341879845, 0.03863925114274025, -0.10776722431182861, -0.025943435728549957, 0.031893450766801834, 0.0437554232776165, -0.2405482977628708, -0.10499031096696854, -0.12571105360984802, 0.06374991685152054, 0.1347990781068802, -0.03914407640695572, 0.09582913666963577, 0.06660174578428268, 0.03453182056546211, -0.11370111256837845, -0.15203352272510529, 0.04571497440338135, -0.00947189424186945, -0.01665400341153145, -0.0937899798154831, 0.06198235973715782, -0.12379051744937897, 0.057704824954271317, 0.12653034925460815, 0.02887415513396263, 0.08508071303367615, -0.10968837887048721, 0.150257408618927, 0.011391171254217625, -0.013492399826645851, 0.020932773128151894, 0.21527054905891418, 0.09818390011787415, 0.025994719937443733, -0.02263522893190384, -0.049332145601511, 0.010087884031236172]",城区开发区街道,ww23bf66ecg7
37388,35.49147,112.40408,112.40408,35.49147,"140,35,38,51,873,875,873,91,297,50,17,141,258,230,114,97,300,0,833,43,0,0,149",山西省晋城市阳城县凤城镇山水祥和家园,阳城县凤城镇山水祥和家园,阳城县凤城镇 山水 祥和 家园,"[-0.06227462366223335, 0.11326779425144196, 0.036951467394828796, -0.012242915108799934, -0.016674736514687538, -0.20050904154777527, 0.10542532056570053, 0.2327306866645813, -0.17371340095996857, -0.2510910928249359, 0.003834902076050639, -0.2305467128753662, 0.02739890106022358, 0.05038494989275932, -0.1295289695262909, -0.022978579625487328, 0.023238642141222954, 0.04615035280585289, -0.28479763865470886, -0.14594915509223938, -0.1584928184747696, 0.05582054331898689, 0.16817092895507812, -0.048042867332696915, 0.1297222524881363, 0.06011437252163887, 0.04784069210290909, -0.15148887038230896, -0.1775277554988861, 0.04784702509641647, 0.004283275455236435, -0.01859574019908905, -0.11380642652511597, 0.06046559289097786, -0.15535862743854523, 0.08219335228204727, 0.160897359251976, 0.022960970178246498, 0.10932018607854843, -0.1305268406867981, 0.18135985732078552, 0.029400380328297615, -0.017636701464653015, 0.02526327781379223, 0.2705462872982025, 0.11020053178071976, 0.013893921859562397, -0.03449185565114021, -0.07180710881948471, 0.007109940052032471]",阳城县凤城镇,wqrcvv40ucsc
37400,35.54047,112.52702,112.52702,35.54047,"6,0,1,0,8,16,7,1,3,2,5,1,14,3,7,0,24,2,59,8,0,0,5",山西省晋城市阳城县润城镇阳城县瑞先家庭农场,阳城县润城镇阳城县瑞先家庭农场,阳城县润城镇 阳城县 瑞先 家庭 农场,"[-0.03427666798233986, 0.05535585805773735, 0.019404791295528412, -0.004469629842787981, -0.004696404095739126, -0.09244843572378159, 0.05082990974187851, 0.10233106464147568, -0.07591253519058228, -0.1229928657412529, 0.011736070737242699, -0.11869850009679794, 0.02678867243230343, 0.016908172518014908, -0.07101182639598846, -0.002511122962459922, 0.01750178635120392, 0.021355360746383667, -0.14515133202075958, -0.06915918737649918, -0.07006160914897919, 0.024383222684264183, 0.07793153822422028, -0.022321535274386406, 0.07009288668632507, 0.045161422342061996, 0.014662249945104122, -0.05943506956100464, -0.08149412274360657, 0.03521586209535599, 0.0008713727002032101, -0.010075313970446587, -0.049764521420001984, 0.02731161192059517, -0.0706121027469635, 0.03269381448626518, 0.08531174063682556, 0.01103341206908226, 0.04507605731487274, -0.07338177412748337, 0.10070446878671646, 0.017593568190932274, -0.009948373772203922, 0.01364727970212698, 0.12714508175849915, 0.05216718837618828, 0.017580978572368622, -0.005119032226502895, -0.03338714689016342, 0.002456708811223507]",阳城县润城镇,ww240tgwjxg9
37958,35.77912,112.9478,112.9478,35.77912,"130,47,50,8,868,885,883,95,292,54,16,152,270,289,133,125,329,2,446,18,0,0,117",山西省晋城市高平市南城街道西南庄锦华小区,高平市南城街道西南庄锦华小区,高平市南城街道 西南 庄锦华 小区,"[-0.026412352919578552, 0.0326211117208004, 0.022244617342948914, -4.217427704134025e-05, -0.008480452932417393, -0.06750304996967316, 0.03904350474476814, 0.07117728888988495, -0.04907536506652832, -0.08247677236795425, -5.083334690425545e-05, -0.06874203681945801, 0.02153966762125492, 0.005151960998773575, -0.04284476488828659, -0.007233871147036552, 0.009636345319449902, 0.008941644802689552, -0.09536556154489517, -0.04411345720291138, -0.05090290680527687, 0.029339293017983437, 0.05032067745923996, -0.006360771134495735, 0.0471559502184391, 0.03285299614071846, 0.01796053536236286, -0.0478791669011116, -0.06435078382492065, 0.021099070087075233, -0.007350376341491938, 0.0034148546401411295, -0.03397180512547493, 0.015107943676412106, -0.04723759740591049, 0.030689368024468422, 0.053465522825717926, 0.0018790292087942362, 0.020404918119311333, -0.04258708283305168, 0.06707371026277542, 0.01395538728684187, -0.011618224903941154, 0.0054285177029669285, 0.09305687248706818, 0.03582312539219856, 0.0008176606497727334, -0.01466223131865263, -0.020118795335292816, 0.007749104872345924]",高平市南城街道,ww27d1qh6rru
38533,35.4705,112.4189,112.4189,35.4705,"134,34,36,50,866,878,880,90,293,50,19,126,232,228,111,91,254,0,899,38,0,0,145",山西省晋城市阳城县凤城镇阳城县人民医院住院部,阳城县凤城镇阳城县人民医院住院部,阳城县凤城镇 阳城县 人民 医院 住院部,"[-0.05064360424876213, 0.036077797412872314, 0.026913650333881378, 0.013649975880980492, 0.01451022271066904, -0.06805513054132462, 0.039066337049007416, 0.08151829987764359, -0.07724044471979141, -0.0851520225405693, 0.0055566588416695595, -0.10450928658246994, 0.021773137152194977, 0.01867511495947838, -0.04072439670562744, 0.015543066896498203, 0.008902153931558132, 0.023858286440372467, -0.12629713118076324, -0.04685324802994728, -0.0584077425301075, 0.027542203664779663, 0.07204387336969376, -0.01988047920167446, 0.07010027021169662, 0.024765843525528908, 0.013834207318723202, -0.048922933638095856, -0.0740036815404892, 0.015880856662988663, -0.003873079549521208, -0.011533497832715511, -0.021122362464666367, 0.03565783426165581, -0.057765498757362366, 0.029918719083070755, 0.05907819792628288, 0.03404900059103966, 0.03255930170416832, -0.06311175972223282, 0.08131267130374908, 0.009942607022821903, 0.0038191364146769047, 0.022766074165701866, 0.10762336105108261, 0.029064727947115898, 0.007631905376911163, -0.000857388717122376, -0.01876077987253666, -0.006207722704857588]",阳城县凤城镇,wqrcy1hywhrq
38537,35.4576,112.4217,112.4217,35.4576,"40,12,18,28,546,876,531,43,132,31,10,54,108,100,67,44,126,0,696,21,0,0,76",山西省晋城市阳城县凤城镇阳东线,阳城县凤城镇阳东线,阳城县凤城镇 阳东线,"[-0.03267527371644974, 0.058055330067873, 0.01982251927256584, -0.0008151733782142401, -0.024091241881251335, -0.11827760934829712, 0.059915296733379364, 0.140999436378479, -0.10333967953920364, -0.16794554889202118, 0.004406362306326628, -0.14364898204803467, 0.020868483930826187, 0.030969921499490738, -0.08162496984004974, -0.026385899633169174, 0.017548266798257828, 0.026381373405456543, -0.17589746415615082, -0.09207270294427872, -0.0777975469827652, 0.04428451135754585, 0.09796543419361115, -0.034095559269189835, 0.09870368987321854, 0.03912382200360298, 0.010345745831727982, -0.09015291184186935, -0.10454706847667694, 0.03374325484037399, -0.002738477196544409, 0.00034520443296059966, -0.07046054303646088, 0.034479815512895584, -0.08651982992887497, 0.05452427640557289, 0.08909527212381363, 0.017865482717752457, 0.06725765764713287, -0.08523695915937424, 0.12783314287662506, 0.021156100556254387, -0.003990184515714645, 0.027024174109101295, 0.17390695214271545, 0.08564477413892746, 0.003080012509599328, -0.025018097832798958, -0.050670407712459564, 0.012018091976642609]",阳城县凤城镇,wqrcwnygrrxq
38542,35.47,112.40996,112.40996,35.47,"148,39,42,50,872,878,879,88,308,51,17,135,239,230,110,94,278,0,898,40,0,0,144",山西省晋城市阳城县凤城镇千朋汽修,阳城县凤城镇千朋汽修,阳城县凤城镇 千朋汽修,"[-0.04726729542016983, 0.08656629920005798, 0.023137127980589867, 0.006988526321947575, -0.022200899198651314, -0.14851568639278412, 0.07507146894931793, 0.17253477871418, -0.13386757671833038, -0.21281549334526062, 0.011441539973020554, -0.19629792869091034, 0.038390498608350754, 0.036016013473272324, -0.11733511835336685, -0.014344966039061546, 0.029697870835661888, 0.03837069496512413, -0.23097693920135498, -0.10989849269390106, -0.12248633801937103, 0.04771903529763222, 0.13785700500011444, -0.03178009018301964, 0.1141233891248703, 0.0505586676299572, 0.038458533585071564, -0.11783874779939651, -0.14402493834495544, 0.04517364501953125, -0.011633514426648617, -0.014124291948974133, -0.07181466370820999, 0.06243188679218292, -0.1265694946050644, 0.05674069747328758, 0.13657692074775696, 0.032830677926540375, 0.0724068433046341, -0.11003651469945908, 0.14987264573574066, 0.026828236877918243, -0.026707282289862633, 0.034327443689107895, 0.22301292419433594, 0.09196081012487411, 0.007303997408598661, -0.03408655524253845, -0.05530240386724472, 0.0011956228408962488]",阳城县凤城镇,wqrcvcn7tzjr
38638,35.504456,112.871021,112.871021,35.504456,"298,48,98,51,876,876,876,231,660,180,33,344,624,675,449,288,867,0,899,94,0,49,662",山西省晋城市城区开发区街道新市东街颐翠商务中心,城区开发区街道新市东街颐翠商务中心,城区开发区街道 新 市东街 颐翠 商务 中心,"[-0.001065809978172183, -0.006631725933402777, -0.004940196871757507, -1.790951682778541e-05, 0.0031881935428828, -0.034483518451452255, 0.013276760466396809, 0.05426987633109093, -0.03851039335131645, -0.023323766887187958, 0.009030332788825035, -0.014331799931824207, 0.004769396502524614, 0.005121271591633558, -0.022972648963332176, 0.005514918826520443, -0.009104248136281967, 0.007648091297596693, -0.03444763645529747, -0.01804269850254059, -0.020032990723848343, 0.0017259320011362433, 0.024684784933924675, 0.001995442435145378, 0.027797318994998932, -0.013754354789853096, 0.010478140786290169, -0.03572089225053787, -0.026860980316996574, -0.0006277130451053381, -0.004814382642507553, 0.00354947941377759, -0.013340874575078487, 0.011279863305389881, -0.03588792681694031, 0.003359211143106222, -0.0013417135924100876, -0.004600981250405312, 0.013441229239106178, -0.02697831764817238, 0.022168859839439392, 0.011387776583433151, 0.01950024627149105, 0.015421522781252861, 0.046949103474617004, -0.0003932607069145888, 0.011718053370714188, -0.0034549792762845755, -0.02103525586426258, -0.014729122631251812]",城区开发区街道,ww23brqhmqm3
38804,35.549172,112.960487,112.960487,35.549172,"3,1,1,1,15,21,12,9,2,1,11,10,28,24,21,1,14,0,54,6,0,0,7",山西省晋城市泽州县金村镇342国道,泽州县金村镇342国道,泽州县金村镇 342 国道,"[-0.035565588623285294, 0.0306578166782856, -0.00647922744974494, -0.0004274017410352826, -0.014133165590465069, -0.06392288953065872, 0.020793691277503967, 0.06193498894572258, -0.07274721562862396, -0.09553937613964081, -0.0020274196285754442, -0.07125706970691681, 0.0027483853045850992, 0.013691164553165436, -0.03936496004462242, -0.006549706682562828, 0.014450597576797009, 0.022545799612998962, -0.09582849591970444, -0.04688521847128868, -0.045854002237319946, 0.011124326847493649, 0.06193762272596359, 0.003345429664477706, 0.0416838601231575, 0.02330811880528927, 0.017870480194687843, -0.048389751464128494, -0.07545208185911179, 0.01268402673304081, 0.01356989424675703, 0.004890511743724346, -0.04141842573881149, 0.024274393916130066, -0.06322125345468521, 0.021997712552547455, 0.04878890886902809, 0.010173266753554344, 0.03483618050813675, -0.0533892847597599, 0.06819076836109161, 0.0016570724546909332, -0.014329756610095501, 0.02488715946674347, 0.07502871751785278, 0.03345545008778572, -0.017886601388454437, -0.010211163200438023, -0.030781520530581474, 0.00752119068056345]",泽州县金村镇,ww264rx2fjgz
39166,35.49961,112.844226,112.844226,35.49961,"385,69,111,92,857,843,875,438,866,285,60,575,893,862,622,524,859,0,899,144,0,32,896",山西省晋城市城区东街街道万品汇爆炒花甲万品汇生活广场,城区东街街道万品汇爆炒花甲万品汇生活广场,城区东街街道 万品 汇爆 炒 花甲 万 品汇 生活 广场,"[-0.01804131455719471, 0.04133186489343643, 0.016225604340434074, 0.004923228640109301, -0.02391241304576397, -0.07454820722341537, 0.055591050535440445, 0.10426108539104462, -0.06795896589756012, -0.10169973969459534, 0.0012704184046015143, -0.09225088357925415, 0.016445867717266083, 0.009308177046477795, -0.06145951524376869, -0.008517082780599594, 0.012783398851752281, 0.012632346712052822, -0.12392165511846542, -0.0516858845949173, -0.05440136417746544, 0.020393015816807747, 0.06811577826738358, -0.020570116117596626, 0.059728480875492096, 0.031892191618680954, 0.01635476015508175, -0.05929471552371979, -0.08438672125339508, 0.01575709506869316, 0.011738237924873829, -0.01107056625187397, -0.04264330118894577, 0.01866980455815792, -0.084823839366436, 0.037484221160411835, 0.06166532263159752, 0.03123798407614231, 0.04295972362160683, -0.06467102468013763, 0.09656430035829544, 0.007492126896977425, -0.013229033909738064, 0.014182926155626774, 0.12011208385229111, 0.04036282002925873, 0.0217027235776186, -0.016806021332740784, -0.02689483016729355, 0.012066802941262722]",城区东街街道,ww21zyd8jncw
39489,35.703630000000004,112.53775,112.53775,35.703630000000004,"5,0,2,0,2,7,3,1,0,0,0,1,11,0,13,0,12,2,80,0,0,0,3",山西省晋城市沁水县端氏镇小东沟,沁水县端氏镇小东沟,沁水县端氏镇 小东沟,"[-0.026534080505371094, 0.049042958766222, 0.014055376872420311, 0.011517796665430069, -0.013290252536535263, -0.10279181599617004, 0.05589247867465019, 0.11371534317731857, -0.08637955784797668, -0.13245271146297455, 0.00026346545200794935, -0.10736747086048126, 0.022318685427308083, 0.03069576621055603, -0.06666070222854614, -0.016054702922701836, 0.017246639356017113, 0.029932862147688866, -0.13842451572418213, -0.06315291672945023, -0.07010355591773987, 0.03942412883043289, 0.0739826112985611, -0.015769215300679207, 0.06799065321683884, 0.030275234952569008, 0.01280374825000763, -0.07520724087953568, -0.08563321083784103, 0.025363773107528687, 0.0021820280235260725, -0.0027291157748550177, -0.04910304769873619, 0.048577167093753815, -0.0668061152100563, 0.04195919260382652, 0.07686620205640793, 0.027523141354322433, 0.05232009291648865, -0.06394555419683456, 0.09042373299598694, 0.017959173768758774, -0.01621154136955738, 0.01896326243877411, 0.12989695370197296, 0.05185365676879883, 0.009320528246462345, -0.023363517597317696, -0.03360468149185181, -0.0027701123617589474]",沁水县端氏镇,ww250gekxxh2
39666,35.60733,112.92664,112.92664,35.60733,"29,14,25,2,108,280,78,16,21,7,8,5,60,34,28,16,52,2,77,4,0,0,22",山西省晋城市泽州县高都镇西顿村,泽州县高都镇西顿村,泽州县高都镇 西顿村,"[-0.03765605390071869, 0.05785679444670677, 0.017572598531842232, -0.004341405350714922, -0.019413938745856285, -0.10452573746442795, 0.04133838415145874, 0.10647131502628326, -0.09445399045944214, -0.14287108182907104, -0.0023734881542623043, -0.11399839073419571, 0.01893831603229046, 0.027106935158371925, -0.06629946082830429, -0.02478034794330597, 0.019162047654390335, 0.021261578425765038, -0.14961589872837067, -0.07317381352186203, -0.07555448263883591, 0.039051204919815063, 0.07579053193330765, -0.016910990700125694, 0.07120020687580109, 0.03681623563170433, 0.018631162121891975, -0.07696187496185303, -0.10273875296115875, 0.015422084368765354, 0.004066916182637215, 0.0040519218891859055, -0.05461011826992035, 0.04364385828375816, -0.07584050297737122, 0.03568572178483009, 0.08431791514158249, 0.016781991347670555, 0.04361679404973984, -0.05938307195901871, 0.09617248922586441, 0.0035829811822623014, -0.017947206273674965, 0.025357665494084358, 0.14736077189445496, 0.0569475032389164, 0.008625819347798824, -0.022613713517785072, -0.044990506023168564, 0.005283397156745195]",泽州县高都镇,ww269dnetrmv
